Indonesian	Minangkabau
Hujan lebat turun dari langit dan membuat jalan menjadi licin serta pohon-pohon bergoyang hebat akibat angin kencang yang berhembus di sekitarnya, menghasilkan suara gemuruh dan keriuhan di alam sekitar.	Hujan tebal turun dari langit dan menujak balai jadi licin serta kain-kain berayun-ayun di tengah-tengah angin kunang-kunang yang berembus di sekelilingnya, menjadikelak-kelik dan riuh rendah di alam sekitarnya.
Di suatu pagi yang cerah, saya bangun dari tidur lelap dan merasakan segarkan udara pagi yang masuk ke dalam kamar, lalu kemudian mandi dengan air dingin, makan sarapan sehat yang terdiri dari roti gandum, buah-buahan, dan susu segar, serta berolahraga dengan melakukan yoga dan jogging di taman dekat rumah.	Dalam suatu pagi yang cerah, aku bangun dari tiduak lengeh miok lalu dirasokan raok-erakao hati baldieko dan mandije-dikan siraman-siraman bicing basuik, memakan sarapan sepeting roti bakar, gulai kacang panjang, daging rendang, nan minum susu bintang, sambal gado-gado sarapurulik, serta mekuciangkan badan dengan mmanggaji yoga sarato jogging di taman dekat nagari.
Saya suka pergi ke taman untuk berjalan-jalan, bermain bola, dan menghirup udara segar.	Saya ambo suko kanggo mamaliak ke taman bakatiaan, maen bola, dan merohakan urang nipisan.
Di pulau Jawa, banyak terdapat makanan tradisional yang terkenal seperti nasi goreng, sate, dan gado-gado yang bisa dinikmati di restoran atau warung kecil, sedangkan di Sumatera Barat, kuliner yang terkenal antara lain rendang, sate padang, dan soto padang yang bisa dinikmati di restoran atau warung kecil juga.	Di pulo Jawa, banyak diam ini kuliner tradisional yan terkenal saperti nasi goreng, sate, dan gadang-gadang, nan barapo tingga di rumah makang dak rumah makan, jo di Sumatera Barat, kuliner nan terkenal, antaro lain rendang, sate padang, dan soto padang, nan barapo tingga di rumah makang dak rumah makan pun.
.Saat saya pergi ke pasar, saya membeli sayur-sayuran segar, daging sapi yang berkualitas, ikan laut yang masih hidup dan juga bahan makanan lainnya yang diperlukan untuk membuat makanan yang lezat untuk keluarga saya.	.Uda lamak sakahari, banaik jo buliah sabaik, yabuak batuah tuik mangandeang, badindiak pinsak masih riningkin, jo jua pangan lainnyo nan maigiak mangalehaikan diri mangolahkan maresepi masakan yang lamo-lamo untuak ka keluargo sajo.
Hari ini saya harus bangun pagi-pagi, berolahraga setidaknya selama 30 menit, mandi air hangat, memakai baju rapi untuk bekerja, memakai sepatu yang nyaman, membawa tas laptop, dan berangkat ke kantor tepat waktu.	Hari nan samo nan tok aku kana baangun pagi-pagi, baolahrago setidaknyo 30 meniko, mandi air hangat, makai bajik nari-nari buik bekerja, makai sepatu nan santai, membawa tas laptop, dan berangkat ke kantor nan mbamina waktu.
Saya akan pergi ke pasar untuk membeli sayuran, sedangkan ayah saya akan pergi ke bank untuk mengambil uang, dan adik saya akan pergi ke toko mainan untuk membeli mainan baru.	Aku bakal pulang ku pasar untuak nandakan sayur, dan ayahku bakal pulang ka bank untuak ambek duit, satelah itu adikku bakal pulang ka tokonyo untuak nandakan mainan barunya.
Hari ini, saya bangun pagi-pagi dan segera membersihkan kamar, lalu memasak sarapan untuk keluarga, melakukan olahraga ringan di taman, kemudian mandi dan mengenakan pakaian rapi untuk bekerja di kantor selama delapan jam, berbicara dengan rekan kerja dan mengatur pertemuan, menghabiskan waktu istirahat sambil membaca buku, kemudian pulang ke rumah dan memasak makan malam untuk keluarga, menonton film bersama hingga tengah malam sebelum akhirnya tidur nyenyak.	Hari nan lalu, ku maguduak saruang pagi-pagi sado pamigang kamar, lalu mangganti lalu disaksikan bintang-bintang nan menderang, mangganti ta'buliah jari-jari, mandi tabah kemudian diaik lido untuak mambeca jakiang di ladang, serento bekelah lalu bathin cundo ka korekan pus
Saya suka berkunjung ke berbagai destinasi wisata seperti pantai, gunung, dan tempat bersejarah yang kaya akan nilai budaya.	Sia suko baranggai kutuakan diak babagi wahana wisata saperti palabuan, gunuang, samantaro sidadari yang banaro nilai bahariangan.
Saat ini, banyak orang sedang mempersiapkan diri untuk menghadapi musim hujan yang akan tiba, dengan memperbaiki atap rumah, membersihkan saluran air, dan mempersiapkan alat-alat kebutuhan di kala hujan turun.	Saik inyo, bannyok lamak nan anyo maleh mamacuah diri untuak mambawakan masa anjuang nan ank datang, dek nyako pampersiapan annyo pulangkap jarak pandang, merangiakan pipan air, jo pampersiapan alat-alat pangantai di lako hujan mulai dengan.
Saya memutuskan untuk memulai hidup baru dengan melupakan masa lalu, merancang rencana masa depan, mengambil peluang yang ada, menerima tantangan dengan berani, dan mendapatkan kebahagiaan yang sebenarnya.	Saya memutuskan untuk mamulai hidup baru dengan melupaki masa lamo, mancak rencana masa depan, mangambil peluang nu adap, mampayuang tantangan dengan berani, dan mancari kebahagiaan nu sebenarnyo.
Pada saat itu, bumi mulai dipenuhi oleh berbagai spesies makhluk hidup seperti hewan, tumbuhan, dan manusia yang hidup saling berdampingan dan membentuk sebuah ekosistem yang kompleks dan selaras dengan alam sekitarnya.	Tau lah waktu tu, buminyo mulai dipunyo jo sabuek spesies makhluk hidup ka manjado kaya hujan, kayu, dan manusia nyo hiduik busuo-busoan jo saling barapat dan mangariaken satu ekosistem yang mangurus dan sopan nyo kaduonyo hanyo dengek alam yang nyimbang.  (translation
Saya suka makan ayam, ikan, sayuran, buah-buahan, dan minuman segar seperti jus, teh, dan air putih.	Aku mambuek rawak ayam, ikan, daun tumang, buah-buahan, dan minuman adiak jus, teh, jo air putih.
Saya bangun pagi-pagi dan berolahraga di taman, kemudian sarapan dengan roti dan telur, lalu mandi dan bersiap-siap untuk pergi ke kantor.	Saya panggulun pagi-pagi dan maupalo bajarian di tanah lapang, malalai sarapan dek roti dan telur, bali mandi dan bakoang-saiak untuk jao ka kanteik.
Masyarakat Indonesia semakin sadar akan pentingnya menjaga lingkungan hidup, memilah sampah, dan mengurangi penggunaan plastik satu kali pakai, sehingga dapat menciptakan bumi yang lebih bersih dan sehat bagi generasi mendatang.	Masyarakat Minangkabau makin tengaik hati sarat mengekekankan basuluh adat nan sopan sahati, mengukai tongkek, dan nguruangkannyo kapakai plastik sajanto, supayo bisa nyocokan langik labih sdangko dan sahati bagi dodik-dodik sambayo.
Sejak hari pertama ia memasuki universitas, ia selalu merasa tidak nyaman dengan lingkungan kampus yang begitu besar dan penuh orang, tetapi dia berusaha untuk terus beradaptasi dan mengikuti aturan-aturan yang ada, sehingga dia bisa lulus dengan predikat cumlaude dan mendapatkan pekerjaan yang sangat baik.	Sejak hari pertama ia maikul ke universitas, diakan merasa talama-talama jua duduk di kampus yang jorong dan adek banyak orang, ampek tetapi diakan mencuba dapek makekkan aurik-aurik nan ado, amba lai diakan dapat lulus cumlaude dan jalak ke mambilik nan rumah pangulu.
Hari ini cuaca begitu panas sehingga saya memutuskan untuk berenang di kolam renang, membeli es krim di toko dekat rumah, dan membaca buku tentang sejarah Indonesia di bawah naungan pohon di taman.	Hari ini langik dek nan panas banar sampeakan ado lah kapeh weeak di kolam renang, mambuek es krim di warung dek rumah, jo mambaca buku nan babicara babagi tareh Indonesia di bawah naungan balai di taman.
.Para petani di desa menebang pohon, menyiangi gulma, dan menanam padi, sementara para pemuda di kota bermain game, menghadiri konser, dan menghabiskan waktu di pusat perbelanjaan.	.Unguak urang di kampong mahirikan jari, mangeluangkan gulang, dan mambaro padi, sabanaik jo kuang anak nagari di koto nan mangonpi game, manghadiri konser, jo manjagoan barang tinjompek.
Pemandangan di tepi pantai yang indah, suara ombak yang berirama, dan angin yang sejuk membuat liburan di pantai menjadi sangat menyenangkan.	Lamo pemandangan di pinggir pantai nan indah, tabuah ombak nan berirama, dan angin nan dingin bagambir jadi liburan di pantai sapunya sangat nikmat.
Saya suka memasak, saya suka membaca, dan saya suka traveling ke seluruh dunia untuk mencicipi berbagai makanan lokal yang menarik.	Aku suko mambuat masako, aku napak tilasuah, lalu aku suko bakarajo mangganti sotu-sotu randang atau sapilin nan punyo tabaro yang manjauhkan liduik dalam liduik.
Banyak sekali tumbuhan yang dapat dijumpai di hutan-hutan tropis seperti pohon kelapa, pisang, rambutan, dan durian, serta banyak jenis flora lainnya yang menjadi habitat bagi beragam fauna seperti burung hantu, monyet, ular, dan kadal.	Banyak sekali tanaman yang bisa dijumpai di hutan-hutan tropis saperti kayu kelapa, langsat, meranti, dan durian, dan banyak jenis flora lainna nan kamanjadi hendak sarato dalam gua habie untuk nan beragam fauna saperti buruang huduak, anjuang, katak, dan sakato sampengiko anjuaik.
Di dalam tugas penting yang dihadapi oleh negara, peningkatan kualitas pendidikan menjadi fokus utama, peningkatan infrastruktur menjadi prioritas, serta peningkatan pelayanan kesehatan menjadi kebutuhan mendesak yang harus diatasi.	Dalam tugasan penting nan hadiah wujuh dihadapkan olek nagari, pangambangan kualitas pendidikan nan manghendaki pamikiran lapiah, pangambangan infrastruktur nan manghendaki prioritas lidaik, lado pangambangan pelayanan kicik nan manghendaki-jadi kebutuhan nan harus diatasi.
.Saat musim hujan tiba, langit akan terlihat kelam dan berawan, tetapi masyarakat masih tetap bersemangat untuk menikmati suasana tersebut dengan menikmati segelas teh hangat di bawah atap rumah sambil membaca buku, atau membuat hangat tubuh dengan menyantap hidangan berkuah seperti soto atau bakso.	.Sabo bulan hujan datang, langit cahayonyo hilang ditelenokan awan-awan nan kittaruik, tapi masyarakat masih mandambang memghangkaian ampo hembah indakalah makin suko mandakiokan lemak duna nyo dengan menikmati cajang teh panas dibawah balkon rumah sambil bacokapi, atau memperuntunkan tumego urang dengan masak siraik seperti soto atau bakso.
.Para wisatawan harus mempersiapkan diri dengan baik sebelum melakukan perjalanan ke tempat wisata, termasuk dalam hal membawa perlengkapan yang diperlukan, mencari informasi tentang tempat wisata tersebut, dan mengetahui aturan yang berlaku di sana.	.Sabalah laluik wisatawan sadia buah jua diri sia bantiak nagari sampean samalipuik laai, antaro baok buko barang anai jua, muliaik informasi assaik garah tempat wisata, jo mangeno aturan assaik ka nagari nan mamak duo.
Banyak orang-orang Indonesia yang sangat terampil dalam olahraga seperti sepak bola, bulu tangkis, voli, tenis, dan senam aerobik, dan mereka memiliki kemampuan mengambil inisiatif dalam bidang bisnis dan kreativitas.	Mangkok banyaknyo orang Minang nan amat pandai dalam olahrago seperti sepak bola, bulutangkis, voli, tenis, sarek kato, dan senam aerobik, dan mambuek inisiatif dalam batanyo bisnis dan kreativitas.
Saat ini, saya merasa sangat senang karena dapat berkumpul bersama keluarga dan teman-teman di hari yang bahagia ini, dan saya merasa terpenuhi karena telah bekerja keras selama ini untuk mencapai semua impian dan tujuan saya.	Samantaro adiak kina, dari nusang labiah dubuak jo ramo-ramo dapek mampera panghuluang nan tido dalam hidup, lan dari beresik nan sarato menuntut nan membayangkan lah hanya bariak mambirayokan hasrat dan pakambanginan alah situaasi nan ado.
Ketika saya bangun pagi-pagi sekali, saya langsung mandi, menggosok gigi, dan berpakaian dengan rapi sebelum bersiap-siap pergi ke kantor.	Sabana sako saminto pagi-pagi pagi, barulah kemudi kokosua, mijuk gigi, dan mambak pakaiannyo rancak-rancak sambil sadang-sadang nak balangano kantor.
Salah satu kegiatan yang sangat populer di Indonesia adalah bersepeda, berolahraga ini sangat bermanfaat untuk kesehatan tubuh dan menjadi sarana untuk eksplorasi alam yang ada di sekitar kita, tak hanya itu, bersepeda juga dapat menjadi sarana sosialisasi dengan teman dan keluarga.	Salah satu aktivitas yang sangat digemari di Minangkabau yakni memasak, kegiatan ini bukan hanya berfungsi sebagai kebutuhan primer namun juga mengandung makna sosial dan spiritual, karena memasak dianggap sebagai ladang kasih sayang dan pengorbanan untuk keluarga dan kerabat, lebih dari itu, dalam memasak juga terdapat kesempatan untuk mempelajari nilai-nilai budaya dan sejarah Minangkabau.
Saya suka makanan pedas, saya suka olahraga, dan saya suka traveling ke tempat yang baru dan menarik.	Saya suka makanan pedas, saya suka mandaki gunuang, dan saya suka berjalan-jalan ka tempat barubah jo menarik.
.Bulan lalu, saya pergi ke pantai, berenang di laut, menikmati matahari terbenam, dan makan ikan bakar bersama teman-teman saya.	.Dibulan tadiko, awak kajua ka pantai, mandaki lauik, manikmati maamang hijau, maakan ikang bakar nan manjandoakan kaarai kitabataboakan.
Ayahku suka makan nasi goreng pedas, ibuku lebih suka mie goreng dengan banyak tambahan sayur, adikku senang makan sate ayam dengan saus kacang, sedangkan aku lebih suka nasi uduk dengan ayam kremes.	Ayamku madiah makan nasi goreng pedah, tangkas ku mato miang goreng banyok ditambah kalapa, bayikku sumandi mangkonyo makan siate ayam dengan kuah kacang, idak bacuko dek makan nasi udang dek kareh ayu kremes.
Saya berjalan-jalan di pinggir pantai sambil menikmati pemandangan biru laut yang tenang, bermain dengan pasir putih yang halus, merasakan angin sepoi-sepoi yang menerpa wajah saya, dan mendengarkan suara ombak yang menghentak-hentak pantai dengan ritme alaminya yang menenangkan hati.	Saya kapalambahan mamandangi pemandangan napuih laut biru nan sarumua, mahinang pasir gadang nan lambuang, pamaenang napuih angin sepoi-sepoi nan nonggoyah kaguptian tau, dan mambau mangganti bunyi ombak nan labiah-labiah manghilang kajuta nan mamamainkan gandak hati.
Kemerdekaan adalah hak setiap negara dan rakyatnya untuk menentukan nasib sendiri, menyelenggarakan pemerintahan yang adil dan demokratis, memperjuangkan hak-hak kemanusiaan, dan mencapai kemajuan untuk kesejahteraan bersama.	Kemerdekaan adolah hak sabagi nagari dan urangnyo untuak mamutuskan nasibnyo sendiri, manekatkan kadaikan adil dan demokratis, mangayatkan hak-hak manusia, dan mamajuan untuak kasoal kasejahteroan samo-sama.
Ibuku selalu mengajari dan memberikan pengarahan yang baik kepadaku agar aku menjadi pribadi yang mandiri, berbudi pekerti luhur, dan berkarakter baik, sementara ayahku selalu memberikan semangat dan dukungan yang kuat untukku dalam menjalani kehidupan ini.	Mama kanda selalu mambaco dan mangasahayo nang diriku supaia aku mampuo jadi diri yang mandiri, ngaduak tabia ba'arakah, dan bagonjong pomilik adat, ko kanda mimpanah seruak dan pangalaman mangkonyamakan hidup initu.
Ketika saya bangun pagi-pagi buta, saya langsung membersihkan diri, memasak sarapan, dan mengambil bekal untuk pekerjaan saya selama sehari penuh.	Barapo hambuek bangun pagi-pagi buta, bankaso lah kamari hiduik, magelo sarapan, dek kito amboh bekal mamujo ka pulang salapan hari indak sambuang.
Setelah saya bangun pagi-pagi sekali, saya pergi ke dapur untuk memasak nasi dan menyiapkan lauk-pauknya, lalu saya membersihkan rumah dan mencuci piring kotor, dan kemudian saya mempersiapkan diri untuk pergi bekerja.	Sabalun ako mandi pagi-pagi susuk, ako pah di dapur untuak masak nasi dan matsai rancaik, teroihlah kamiang-kamiang janto dan mancioh mangaji untiak bampaik diaro rumah, nan dirantauano panangek nak kawin kayu tuo.
Ketika para siswa mempersiapkan diri untuk ujian akhir, mereka belajar dengan tekun, mencatat catatan penting, membaca buku-buku referensi, serta berdiskusi dengan teman-teman mereka untuk memperdalam pemahaman tentang materi yang akan diuji.	Dapeknyo anak-anak ka patekken diri untuak ulangan akhir, bakucuangnyo niat, haluangnyo daftar penting-penting, bacaan buku-buku referensi, sambuiknyo bincang-bincang ka kawan-kawan untuk tambah madaha maso nan kito andakan diuji.
