Indonesian	Sundanese
.Ketika saya sedang berkendara di jalan raya, saya melihat banyak kendaraan yang berlalu-lalang, terutama mobil dan motor, sementara beberapa kendaraan lain seperti sepeda dan becak masih terlihat biasa di jalanan.	.Saatos saya ngarah ngendara dina jalan raya, abdi nyaksian banyak kendaraan nu geus lewat, tambah khusus kendaraan mobil jeung motor, sedengkeun sababaraha kendaraan anu sanés kaasup sepeda sareng becak masihan tetep felt atuh di jalan.
Saya suka makanan pedas, minuman manis, tidur larut malam, membaca buku, dan menonton film bioskop bersama teman-teman.	Abdi suka sarebu pedas, minuman manis, tidur larut mungguh, mibaca buku, sarebu film bioskop sareng kahiji sahabat-sahabat.
.Saat ini, kita semua dihadapkan pada situasi yang sama di mana kita semua harus hidup dalam era COVID-19 yang sangat merubah kehidupan sehari-hari dan memaksa kita untuk menyesuaikan diri dengan berbagai pembatasan yang diberlakukan oleh pemerintah untuk melindungi kesehatan masyarakat.	.Upami kitu, sadaya urang kudu ngalawan situasi nu saé kapanggih di mana sadaya urang kedah hirup dina-dina dina COVID-19 nu ngaropéa pagawéan dina-dina sareng brengos sakabéh nu mibanda urang ngadaptarkeun diri sareng sababaraha panampi kaayaan nu diatikkeun ku pamarentah pikeun ngahindarkeun kahesean umum.
Semakin banyak saya belajar, semakin mendalam pengetahuan yang saya miliki tentang dunia ini, semakin berkembang keterampilan saya, dan semakin terbuka peluang untuk masa depan yang cerah.	Leuwih banyak kalayan belajar, leuwih sajrana pengetahuan nu ku kitu kuangan kabentukan dunya ieu, leuwih hirup keterampilan ku, sareng leuwih ngora peluang pikeun pangsaedah nu terang.
Pada pagi yang cerah ini, saya akan pergi ke pasar untuk membeli sayuran segar, buah-buahan manis, dan daging yang lezat untuk dimasak nanti malam di rumah, serta sepatu baru agar kaki saya tetap nyaman sepanjang hari yang sibuk ini.	Di awal pagi ieu, abdi bakal geus kasapari kubulikan ka pasar kanggo ngabaluk sayuran tuntas, buah-buahan manis, lan daging gurih pikeun diolah nanti jiwa di keneh, sareng sepatu anyar supaya kaayaan kaki abdi tetep beres sapertos poek ieu.
Saya suka makan enak di restoran yang bersih dan terorganisir dengan baik, karena saya merasa lebih nyaman dan tenang saat makan di tempat yang rapi serta layanannya memuaskan juga sangat baik.	Abdi cenah tiasa dumarékna menjangan enak di restoran nu alus jeung tuluy, amituh budak hadiratan jeung nyaman sateruseun dipére Makan di tempat nu rapi sareng kénéh pakréasi na apik memiliki kualitas panglunjukna nu sanggat tinggi.
Pada hari Minggu yang cerah ini, saya memutuskan untuk pergi ke taman dengan membawa bekal sarapan sehat berupa roti gandum, buah-buahan segar, dan susu rendah lemak, serta membawa alat musik untuk memainkannya bersama teman-teman.	Dina Minggu rumbung ieu, abdi tangtos enten numpak mimiti ka taman ngarobah kalapa peuting anggelipun bubur ayam, meureun es, sareng rekeng musik pikeun diputer sareng kauningti teman-teman.
Dia pergi ke pasar untuk membeli sayuran, buah-buahan, daging, ikan, tepung, dan gula karena dia ingin memasak makanan enak untuk keluarganya.	Nyaéta ayeuna ke pasar pikeun ngabaluk sayuran, beuheung, daging, ikan, tepung, sareng gula sabab nyaéta bari ngolah béaru masakan lezat pikeun kahirupan sajen.
Saya suka makan ikan goreng, ayam goreng, dan tempe goreng pada saat makan siang di hari Minggu.	Abdi kedah kaasup mangan iwak goreng, ayam goreng, sareng tempe goreng kalayan waktu mangan siang dina Minggu.
Pendidikan merupakan aspek penting dalam kehidupan manusia, karena melalui pendidikan seseorang dapat memperoleh pengetahuan yang berguna, keterampilan yang dibutuhkan dalam pekerjaan, serta mempertajam kemampuan analisis dan kritis.	Pendidikan mangrupakeun aspek penting dina hurip manusa, lantaran lewat pendidikan nu bakal ngarujuk seseorang klair ilmu nu berguna, katorekan nu disiosikeun dina pembantu anu sijang, sareng ngagunakeun kapanggih pikeun analisis sareng kritis anu tajam.
.Saat ini, hari sudah malam dan para pekerja sudah pulang ke rumah untuk beristirahat, sementara di langit masih ada bintang yang bersinar terang dan bulan yang menerangi kegelapan malam.	.Salajengna, poé geus mínggu sareng urang nu kahiji dahareng, euweuhna di langit ogé aya bintang nu teu tadénan beurat jeung bulan nu ngembangkeun ngabiratkeun kagelapanna poé.
Masyarakat Indonesia sedang berjuang untuk memerangi pandemi COVID-19 dengan cara mematuhi protokol kesehatan, mendapatkan vaksin, serta membantu satu sama lain dalam memenuhi kebutuhan masing-masing dalam situasi sulit ini.	Wargi Indonesia aya ngalawan pandemi COVID-19 ku cara nuturin protokol kesehatan, nyieun panghilap vaksin, sareng béh bantosan deui deui dina nutupan keperluan kuring situasi ieu nu rancahayana.
Saya suka makan nasi goreng, mie goreng, dan ayam goreng di warung makan yang tidak terlalu mahal karena saya tidak ingin mengeluarkan uang terlalu banyak untuk makanan.	Abdi kedah suka aol eusi nasi goreng, mie goreng, sareng ayam goreng di warung leungeun anu ngan tiasa damel ngaleutikeun kalayan poreuen makanan, nangtung abdi teu rék miwahkeun duet anu kuatir ngabutuhkeun tegesana.
Pada siang yang terik, saya pergi ke pasar untuk membeli bahan makanan seperti sayur-sayuran, daging, dan buah-buahan yang segar, sebelum menuju ke toko baju untuk membeli pakaian baru dan sepatu untuk anak saya yang sedang tumbuh.	Dina siang nu kawasa, abdi ulah ka pasar pikeun narima bahan masakan kaya sayuran, daging, jeung buah-buahan ngeunaan yayan utawa babarengan, sateuacan ngarokat ka toko baju pikeun ngahareupkeun paké alus sareng sepatu pikeun bédol anu tos jukut.
.Saat ini, pandemi COVID-19 telah memengaruhi seluruh aspek kehidupan manusia, mulai dari sosial, ekonomi, hingga psikologis, sehingga kita harus terus menerapkan protokol kesehatan dengan ketat agar dapat menekan laju penyebaran virus dan mempercepat pemulihan ekonomi serta kesehatan masyarakat.	.Waktu ieu, pandemi COVID-19 geus ngagaro nyangkuy samemehna aya di kahirupan manusia, ti aspek sosial, ékonomi, sareng psikologis, jadi kedah kahayang sadayana protokol kasehatan kalayan pikiréak nu ketat supaya tiasa nimbangkeun kapajeganaan alus kaénggalaniran virus saprak sareng ngarobihkeun kasehatan sareng kapercayaan sareng parampagan sapihak.
Saya ingin menjadi seorang penulis yang terkenal dan berpengaruh bagi pemikiran masyarakat, saya ingin menghasilkan karya-karya yang bermanfaat dan memotivasi orang-orang untuk berpikir positif dan berkembang.	Kuring hoyong jadi panulis nu peryogi dijejaring sareng nyelarkeun parobahan di pikiran warga, kuring hoyong ngahasilkeun karya-karya nu bermanpaat sareng ngabentuk motivasi ka urang supaya pikiran kudu positip sareng ngembangkeun diri.
Saya suka makan nasi goreng, sate ayam, mie goreng, dan bakso saat pergi ke restoran.	Abdi resep makannyana nasi goreng, saté ayam, mi goreng, sareng baso nalika kaluar ka warung.
.Aku sedang mempersiapkan diri untuk pergi ke kampus, memakai baju yang sudah disetrika rapi, membawa ransel yang penuh dengan buku dan perlengkapan lainnya, dan meninggalkan rumah dengan hati yang bahagia.	.Abdi bade ngarobih diri pikeun teuangan ka kampus, nyekelkeun sok sabasajina, mawa tas lontong nu padumukna ngancluk buku sareng peralatan lianna, sareng pirah ka wewangunan sareng kaluhuran hati sok bahagia.
.Sesi latihan aerobik di gym ini berlangsung selama satu jam dengan intensitas tinggi, disertai dengan alunan musik yang enerjik, sementara para peserta bergerak sesuai instruksi dari seorang pelatih berpengalaman yang mengawasi gerakan dan pernapasan mereka dengan ketat.	.Sesi latihan aerobik di gym ieu peuting selama siji jam kalawan intensitas pisan, diiringi ku nuhun musik nu enerjik, sarta para peserta mibanda kana kanggo adat ti nu satria pangalaman nu ngamot masalah gerakan sareng nafas maranehna kuat.
.Sekarang, saya sedang bekerja dalam sebuah perusahaan yang bergerak di bidang teknologi, yang memiliki banyak karyawan dan kantor cabang di seluruh Indonesia, yang sangat focus pada inovasi dan pengembangan produk-produk berkualitas tinggi, dan yang memberikan kesempatan bagi karyawan untuk berkembang dan memajukan karir mereka.	Saat ieu, abdi keur ngalakonan di perusahaan anu legina di jero ranah teknologi, anu parantos ditampi ku sagala karyawan sareng kantor cabang diseluruh Indonésia, anu kuat fokus kana inovasi sareng pangembangan produk-prodék berkualitas tinggi, sareng anu mibandaian sampurna ka kanggo karyawan pikeun ngalaksanakeun sarta ngadiyakeun karir.
Saya sedang belajar bahasa Indonesia dengan giat, membaca buku-buku tentang tata bahasa, berlatih percakapan dengan teman, dan menonton video tutorial di internet.	Abdi tiasa ngajalankeun basa Sunda kalayan sigana, nandakeun buku-buku ngeunaan kala tata, mitoha percakapan sareng nenggelakeun tutorial video di internet.
Ketika saya bangun pada pagi hari, saya akan membersihkan diri, mengenakan pakaian, dan kemudian sarapan sebelum pergi bekerja.	Sanggeus karuwing sajabana, abdi geus malilir, ngaritaken maranehna, njaluk munding, sareng parantos mapag ka tempat teuajan.
Pohon-pohon yang menjulang tinggi di tepi jalan besar itu melambangkan kebesaran alam semesta yang harus kita jaga dengan baik, mencegahnya dari kerusakan dan kepunahan karena adanya perubahan iklim dan kegiatan manusia yang merusak itu sendiri.	Rék komo urna pohon nu ukuranna tinggi di tepi jalan raya téh ngamotifasi hacontohna kabesaran alam semesta anu kedah dipikawanoh sareng ati-ati ngahapusetan sareng ngasupkeun perubahan iklim sareng kasalahan manusia nu nyularan jeung ningali alam.
Hari ini cuaca cerah dan panas, jadi saya memutuskan untuk pergi ke pantai dan berenang di laut yang biru dan indah di sekitar pulau yang hijau dan eksotis.	Dina ieu kecu palancar sareng resik, sanggeus eta teu geus keur ngajalankeun ka pantai sareng nyemplung ka samudra nu biru sareng asri di sekitar pu luan nu hijau sareng eksotis.
Saya suka makan nasi, minum kopi, dan nonton film di bioskop.	Abdi resep mangan nasi, ngalaman kopi, sareng nontonan film di bioskop.
.Pada pagi hari, saya bangun dari tempat tidur, kemudian membersihkan gigi, mandi, dan memakai pakaian yang sudah disiapkan sebelumnya sebelum memulai aktivitas sehari-hari seperti bekerja atau belajar.	.Sareng leungeun poé, abdi naréksa ti pasek tempat urang, nyisir gigi, mandi, tur ngalungguhkeun pakéan nu parantos téh disiapkeun sajabaheula saméméhna mulajah kagiatan dina-dina saparakanca geusna, kaya nyieun karir atanapi ngajanten babarengan.
Pendidikan merupakan aspek penting dalam pembangunan nasional, karena melalui pendidikan kita dapat membentuk karakter dan meningkatkan kemampuan individu sehingga dapat berkontribusi secara positif untuk kemajuan bangsa dan negara.	Pangajaran téh salah sahiji aspék pangembangan nasional nu penting, kusaluyukeun pangajaran kita tiasa ngahaturkeun karakéter tur nguatkeun kéahlian individu pikeun ngajantenkeun sumbangsih nu positif kanggo kemajuan bangsa sareng nagara.
.Saat ini, saya sedang belajar matematika, membaca buku tentang sejarah, menonton film dokumenter, mengikuti les bahasa Inggris dengan giat, dan mencoba mengejar deadline untuk tugas kuliah.	.Ayeuna, abdi lagi ngajalari matematika, nyadiakeun buku babarengan sejarah, bereunyit nganobatkeun pilem dokumenter, nyobakeun kelas basa Inggris kalayan nada, sareng nyeureuyeuh deadline tugas kuliah.
Kucing-kucing di dalam rumah lembut dan manis, mereka membelai kehangatan dengan tidur siang dan menghabiskan waktu bermain di sekitar furnitur yang nyaman dan amat mewah.	Pising-pising di jaba rumah heseus teu hareup-hareup, dina teu bodo-bodo mikiran kanyamanan kahareupan bah, ngan pangareuhan sora liwat nyamanan bari jelas-jelas mapan.
Saya senang berbelanja di pasar tradisional karena harganya lebih murah dan produknya dalam kondisi segar, namun saya juga suka berbelanja di pusat perbelanjaan dengan suasana yang lebih nyaman dan produk-produk modern yang tersedia.	Abdi kagembiraan ngadeukeutan di pasar tradisional saprak naréka nu lebih rada murah sareng pamundutanana baé, tapi abdi ogé kedah ngarasa senang ngadeukeutan di pusat perbelanjaan nu ngantosan suasana nu langkung asyik sareng panyakraan saprak-modern nu acan aya di dinya.
Banyak orang mencari kebahagiaan dengan cara yang berbeda-beda, seperti mencari cinta sejati, mencari kekayaan yang berlimpah, mencari keberhasilan dalam pekerjaan, atau mencari kedamaian dalam hidup mereka.	Beberapa orang ngeusian kahappyan ku cara nu beda-beda, kaya ngadamel cinta sejati, ngadamel hartana nu agung, ngadamel hasil nu sukses, atawa ngadamel ketenteraman dina kahirupanna.
Hari ini saya bangun pagi-pagi dan segera membersihkan kamar mandi, kemudian masak sarapan sambil mendengarkan musik favorit, dan setelah itu berolahraga di taman dekat rumah sebelum mulai bekerja di depan komputer sepanjang hari.	Mangga dina abdi kampéng tiis getih jeung aya di kanteun, aya ti mangga ngabersihkeun kamar mandi dina punjul, ngagawe sarapan ngan ndengerkeun musik favorit abdi, trus teu lali ngajalankeun olah raga di taman anu deret rumah, sateuacan ngawarta di sakola, nyarios dina santai di wéwengkon halaman.
Saya ingin pergi ke pantai, berenang di laut, menyelam melihat ikan-ikan di bawah, dan menikmati matahari terbenam di ufuk barat.	Abdi poho baris ka pantai, ngalungsur ka samudra, malak haneut mangdiangsana nempo ikan-ikan dina luhur, sareal ngeunaan matahari terbenam dina kalawarta kulon.
Saat aku bangun pagi-pagi dan membersihkan ruangan tidurku, aku juga biasanya membersihkan kamar mandi, membersihkan wastafel, menyikat gigi, mencuci wajah, dan mengemas tempat tidur.	Sanggarna abdi kadang bangun waktu pagi sareng ngajalankeun ruangan tidur henteu lengkep deui abdi tiasa ngajalakeun tempat naon-naon dina di hareup, ngajalakeun kamar mandi, ngajalakeun wastafel, ngajalakeun gigi, ningali wajah, sareng ngajalakeun tampo tidur.
Saya pergi ke pasar untuk membeli sayur, beras, dan daging, kemudian ke toko sepatu untuk mencari sepatu baru, dan terakhir ke bank untuk menyetor uang.	Abdi ke pasar bade ngabeli sayur, beras, sareng daging, pileuleuyan di toko sepatu bade nyarioskeun sepatu anyar, sareng sitiraha bade ka bank mun kasebut kaayaan.
.Saat matahari terbit di ufuk timur, hilir-mudik kendaraan mulai ramai di jalanan, manusia bergegas pergi ke tempat kerja dan sekolah, sambil menghirup udara pagi yang segar, merasakan semilir angin menerpa wajah, dan menikmati keindahan langit yang berwarna kuning kejinggaan.	.Tina ieu sabab, panonpoéna muncul di sabaraha babarengan, pamakéan ulas kungsiya ngabuka jalan réa, urang ngaluk bari ka tempat luhur jeung sékolah, dumasari bisi ngalengés ndik koléman, béntangya nyonggeus ngeunaan angin singker sabaté, jeung ngagunemanana keindahan langit nu ngajadikeun kaléus pohara.
Selama ini, saya bekerja keras untuk mengejar cita-cita dan memperbaiki kondisi kehidupan saya, saya belajar secara terus-menerus, bekerja dengan penuh dedikasi, dan memberikan yang terbaik dalam setiap kesempatan yang diberikan kepada saya.	Saméméh ieu, abdi nyusun sigana dina ngeunjukkeun cita-cita sareng ngarobah katetangan kakalawija abdi, abdi nyalira terus jalan dihandap, bekerja kumaha naon naon lur susuganan, jeung ngabarakeun anu pangéran dina setiap oportunika anu dikahayangkeun ka abdi.
Selama liburan akhir pekan, saya senang pergi ke taman, belanja di pasar, makan makanan enak, dan menonton film di bioskop.	Salila wetonan, abdi senang kana ka tamansari, ngeleuk kesenian di pasar, ngarasa ragrag datangsa, jeung ngitungkeun filem di bioskop.
Saya harus pergi ke kantor, menghadiri rapat pagi dengan bos, menyelesaikan tanggung jawab proyek, membaca dan membalas email penting, mengecek jadwal pertemuan hari ini, dan menyiapkan presentasi untuk pertemuan besok.	Abdi kedah eureun ka kantor, ngalakukeun rapat pagi sareng bos, nyieun tanggung jawab proyek teuing, mamaca sareng nyandak email penting, ngacek jadwal pertemuan saprakna, sareng nyiapkeun presentasi pikeun pertemuan dinding.
Kami pergi ke pasar untuk membeli bahan-bahan masakan yang diperlukan untuk memasak makanan lezat hari ini, lalu kami akan menyajikannya di meja makan bersama keluarga kami yang terdiri dari empat orang.	Kami maen ke pasar pikeun ngahareupan bahan-bahan masakan nu kudu kaolah pikeun dalapan enjing ieu, sagala kamekaran ngaos nu ku meja maen sareng kauluarga urang nu ngandung opat watak.
Seseorang yang melakukan aktivitas fisik secara teratur akan merasakan manfaat kesehatan yang luar biasa, seperti peningkatan kekuatan otot, penurunan risiko penyakit jantung dan diabetes, serta peningkatan kualitas tidur malam.	Anjeun nu ngagawe aktivitas fisik ti manehna bakal ngalih manfaat kasehatan nu sok anu luar biasa, dina cara ngantoskeun kakuatan otot, nyaéta ngurangan risiko-kecapatan langsung sareng diabetes, sareng ogé ngantoskeun kualitas tidur di saat malem.
